Tweets,First,Second,Third
Teachers serving as electoral board have started pulling out VCMs and ballots to set up the precincts in President Corazon Aquino Elementary School in Quezon City hashtagEleksyon2022 via,Neutral,Neutral,Neutral
725 AM Im done casting my votes with Rosie na uhaw sa good governance 🤣 Vote wisely everyone BAYAN MUNA BAGO ANG SARILI 🇵🇭 🌷 hashtagHalalan2022 hashtagEleksyon2022 hashtagVoteSAFEPilipinas,Positive,Positive,Neutral
I am in for the call of the nation ANGAT BUHAY FOUNDATION soon hashtagAngatBuhayNGO hashtagBilangPilipino2022,Neutral,Positive,Neutral
i hope this election will quench my thirst for good governance hashtagHalalan2022,Positive,Neutral,Neutral
hashtagHalalan2022 A Catholic church is asking the parishioners for SECOND COLLECTION for PPCRV expenses Magaling talaga sila basta pera ang usapan Then a quick list of traits for candidates worthy of votes Some people already left the church without listening the priests,Negative,Positive,Neutral
This May 9th 1 hashtagSwitchACandle for hashtagPresident3Isko 2 PRAY for the hashtag🇵🇭 and for a CLEAN HONEST and PEACEFUL ELECTIONS 3 Go out and hashtagVOTE hashtagVoteWisely2022 hashtagSwitchToIsko hashtagKayIskoPosible hashtagSwitch hashtagHalalan2022 hashtagWeDecide hashtagEleksyon2022 hashtagPHVote,Positive,Neutral,Neutral
hashtagHalalan2022 The ABSCBN News Special Coverage v1055271485102834 via,Neutral,Neutral,Neutral
Why does keeps on insisting that hashtagHalalan2022 is between the yellows and the reds hashtagIskoTerte,Negative,Neutral,Neutral
PARAAQUE Situation here at Col E De Leon Elementary School Polling Center A long line can be seen as voters are queuing to cast their vote Election officials can be heard asking voters to maintain social distance hashtagEleksyon2022,Neutral,Neutral,Neutral
Papunta pa lang tayo sa exciting part Pinas 1st physical album ni Eonni preordered both versions bc dasurv lightstick V3 preordered too salamat sa good budol vv korique points to ponder and hashtagElection2022PH God Bless us,Positive,Neutral,Neutral
As of 617am narito ang partial unofficial results ng presidential at vice presidential race Total ERs processed 953 hashtagToniteNews hashtagBO2KO2 hashtagHalalan2022 hashtagAbantePilipinas hashtagEleksyon2022,Neutral,Neutral,Neutral
okay its officialy May 9 and my anxiety attacks begins this election is stressing me out is going to change our future your decision will make a change for good or worse its on you hashtagHalalan2022 hashtagstress hashtaganxiety hashtagVoteWisely2022,Negative,Neutral,Neutral
First time in History ❤️ 💚 UniTeam 4 Miting de Avance OFW LUZON VISAYAS MINDANAO hashtagBBMSARA2022 hashtagHalalan2022,Positive,Positive,Neutral
With every day that passes I get a little more nervous about hashtagHalalan2022 But what gives me comfort is that all the tricycles Ive ridden in the past few weeks have LeniKiko stickers and tarps on them Kaya natin to 🌸,Positive,Positive,Neutral
Nakaboto na ko Good luck Pilipinas 🇵🇭 hashtagHalalan2022,Neutral,Positive,Neutral
Lesbros and sissies look o Hahahaha hashtagLetLeniLead hashtagLetLeniKikoLead2022 hashtagHalalan2022 hashtagKulayRosasAngBukas hashtagNagaIsPink,Positive,Negative,Neutral
Anong klaseng pinuno na imbes panindigan ang tama kesa mali magendorse ng magnanakaw kawatan tax evader napolister hashtaghalalan2022 hashtagNeverAgain hashtagNeverForget hashtagmarkado,Negative,Neutral,Neutral
Ang gusto ko po kasi ako talaga magsubo para siguradong ang iboboto ko ay lalabas doon sa resibo Wala nang tulugan 71yearold Milagros Ymas said hashtagEleksyon2022,Neutral,Neutral,Neutral
Mapanlinlang ng siglo Ilang porsyento kaya ng mga boto ngayong halalan ang dahil sa social media algorithms At ilang porsyento ang dahil sa totoo at rasyonal na pagiisip ng mga Pilipino hashtagEleksyon2022 hashtagPilipinas hashtagBudol2022,Negative,Neutral,Neutral
Ang importante tumindig at lumaban hashtagHalalan2022 hashtagEleksyon2022,Positive,Neutral,Neutral
Its done Ang mas dapat nabantayan ay yung ballot feeding Not everyone got to see their ERs due to multiple VCM failure Well never be sure that everyones vote got counted hashtagHalalan2022,Negative,Positive,Neutral
hashtagMahirapMagingMulat hashtagLabanPilipinas hashtagPilipinasGising hashtagPilipinasAngHirapMongMahalin hashtagHalalan2022,Negative,Positive,Neutral
Marami ang umiiyak and your feelings are valid But note that this week and next few weeks are critical So while you cry please join the fight There is strength in greater number We only win when we fight hashtagHALALAN2022,Positive,Positive,Neutral
To the naysayers saying Google Trends cant predict the outcome of an election Trends from May 9 2015 to May 9 2016 hashtagHalalan2022,Negative,Neutral,Neutral
Abangan ang mga pagbabago sa ating bansa Ipinapangako ko na ang hashtagPagbabagoParaSaBayan handshake hashtagHalalan2022,Positive,Neutral,Neutral
COMELEC ang isyu ng umanoy pagkakaroon ng dementia ni dating vice president at ngayoy senatorial candidate Jejomar Binay Kinontra naman ito ng tagapagsalita ni Binay hashtagBilangPilipino2022,Neutral,Neutral,Neutral
The special elections in Tubaran Lanao del Sur proceeded smoothly as scheduled on Tuesday the Commission on Elections Comelec said hashtagEleksyon2022,Neutral,Neutral,Neutral
PPCRV says ERs received now at 6968 hashtagEleksyon2022 hashtagnews hashtagPPCRV,Neutral,Neutral,Neutral
Good morning Lets hope for an honest and peaceful election The last man standing is a woman 🌸 hashtagEleksyon2022 hashtagHalalan2022,Positive,Positive,Neutral
READ Congratulatory note of Chinese President Xi Jinping to presumptive President Xi Jinping hashtagBilangPilipino2022,Neutral,Neutral,Neutral
720am and his running mate Senate President joins him on the float Sotto is also known for arriving early to hearings and sessions hashtagEleksyon2022,Neutral,Neutral,Neutral
Meanwhile the COMELEC en banc sitting as NBOC said they will proclaim the winners of the partylist race on Thursday after Lanao del Sur completed the transmission of their votes from the conduct of special elections hashtagBilangPilipino2022,Neutral,Neutral,Neutral
COC sa pagkapangulo at bise presidente dumating na sa Senado hashtagHalalan2022,Positive,Positive,Neutral
hashtagHalalan2022 hashtagHalalanResults We dont trust our own enough thats why others dont trust us as well Instead of degrading and hating why dont we start building trust and if things went out of the good way surely Filipinos not just one color woud stand,Negative,Neutral,Neutral
The five stages of grief hashtagElection2022PH hashtagPhilippineElections2022 hashtagGodhelpthem hashtagbalakayojan,Negative,Positive,Neutral
Replying to and WATCH The Board of Election Inspectors at Bayan Luma I Elementary School in Imus City unboxing the vote counting machine while poll watchers are observing it hashtagTheFilipinoVotes 🇵🇭,Neutral,Neutral,Neutral
Gagi what if nakikipagbardagulan ka sa stan twt tas kaaway mo intl stan tapos sasabihin sayo worry about your country first o kaya enjoy the remaining hours of ur freedom of speech 😭 😭 accla lugi tayo wag na muna tayo makipag barda sa kanila 😭 😭 hashtagEleksyon2022,Neutral,Negative,Neutral
Today we make history 🇵🇭 Stay safe everyone amp vote wisely hashtagHalalan2022,Positive,Neutral,Neutral
BREAKING NEWS COMELEC will proclaim the winning senatorial candidates on Wednesday as well as the partylist with guaranteed seats on Thursday 4PM via hashtagTheFilipinoVotes hashtagEleksyon2022 hashtagHalalan2022,Neutral,Neutral,Neutral
Worst election I have ever served I served around 45 times both local and national elections Itong eleksyon na to ang may pinakamaraming problema 🥺 hashtagEleksyon2022,Negative,Neutral,Neutral
Again I couldnt agree more 🫣 hashtagPilipinas hashtagLeniRobredo hashtagHalalan2022 hashtagMarcos hashtagDuterte,Positive,Neutral,Neutral
As Ive said in an earlier tweet These are examples that UNLIKE Marcos Jr Sara Dutertes denial of their fathers crimes criminals children can do something for justice too hashtagNeverAgain hashtagHalalan2022 hashtagMarcosNOTaHero hashtagMarcosMagnanakaw,Neutral,Positive,Neutral
Allen BASA hashtagIiyakNa10To Robin Padilla hashtagEleksyon2022,Positive,Neutral,Neutral
Importante na magtrabaho tayo Importanteng magkaisa tayo para isulong ang mas maganda at mas maayos na Pilipinas Yan ang pahayag ni Sen Joel Villanueva sa huling bahagi ng kaniyang mensahe sa proklamasyon ng mga nanalong senador sa hashtagEleksyon2022 sa PICC ngayong araw,Positive,Positive,Neutral
Nagsasagawa na ng masusing imbestigasyon ang Commission on Elections Comelec sa natagpuang umanoy mga training ballots at iba pang election paraphernalia sa isang bakanteng lote sa Amadeo Cavite hashtagBilangPilipino2022,Neutral,Neutral,Neutral
Hoping and praying for an honest and peaceful hashtagElection2022PH 🙏 🇵🇭,Positive,Positive,Positive
Numbers and data do not lie hashtagHalalan2022 so may mga anomalya nga bang nangyayayari at preprogrammed na nga ba ang data hashtagParaSaPilipinas,Negative,Neutral,Neutral
Philippine Stocks Fall as Traders Weigh Marcos Win Global Rout hashtagStockMarket hashtagelection2022 hashtagHalalan2022,Neutral,Neutral,Neutral
May mahiwagang meaning pala yung Bagong Pilipinas Bagong Muka Bagong Pilipinas Dahil maraming magaalisan sa Pinas Bagong Muka Yun na yung mag mimigrate galing ibang lugar kasi kulang na ang tao Now I know hashtagHalalan2022 hashtagHalalanPH2022 hashtagBBMSARA2022 hashtagBBMSaraUNITEAM,Neutral,Positive,Neutral
TBH like I said we should be rallying behind Manny Pacquiao because hes a living legend Hes the epitome of a man that came from rags to riches But no some Filipinos would rather back the son of a dictator an obvious bum and a persistent procrastinator hashtagHalalan2022,Negative,Positive,Neutral
Deep Probes sponsors are either open supporters of Uniteam or allies of Uniteam ex owner of The Manila Times a PGMA ally It is very odd and it tarnishes their credibility to me that these are their sponsors hashtagHALALAN2022,Negative,Neutral,Neutral
Congratulations to our KANP local candidate Michael Fernandez for his reelection as Councilor of Dagupan City Pangasinan hashtagHalalan2022 hashtagKayaNatinPilipinas,Positive,Positive,Neutral
Wala pa rin tayong sagot sa ilan saan at bakit may mga VCM na hindi naman sira pero walang SD Card sa araw ng hashtagHalalan2022 at kesyong hinihintay daw mula Laguna ang SD Card at bakit naman inabot ng madaling araw para magawa ito Ilang libong balota ang iniwan sa watcher,Negative,Neutral,Neutral
Hala na pressure agad yung babym 😭 😭 😭 hashtagHALALAN2022,Negative,Neutral,Neutral
Pinaaalalahanan ni vice presidential candidate Sen Kiko Pangilinan ang mga botante na huwag sayangin ang oportunidad na bumoto ng mga lider na may kakayahang pamunuan ang bansa hashtagBilangPilipino2022,Neutral,Positive,Neutral
OMG Yung classmate mong feeling elite at feeling sya lang matalino kaya daw sya kakampwet ngayon na announce ng teacher sa groupchat na kasama sa failing grades 😂 😂 Kakahiya ka girl 😂 😂 Anak mo hashtagLeniRobredo hashtagkakampinkConnect hashtagHalalan2022 hashtagletleniconcede hashtagHalalanResults,Negative,Negative,Neutral
Wag niyong iiwan ang balota nyo na hindi nakapasok sa counting machines Bantayan mo ang iyong boto hashtagEleksyon2022,Neutral,Neutral,Neutral
mood disappointed for 6 yrs hashtagHalalan2022,Negative,Negative,Neutral
Server at networks na ginamit ng sa nagdaang hashtagEleksyon2022 itinigil na ang operasyon hashtagSuperBalitaSaHapon,Neutral,Negative,Neutral
Naiproklama na si Ferdinand Bongbong Marcos Jr bilang ika17 na Pangulo ng Pilipinas hashtagEleksyon2022,Neutral,Positive,Neutral
The official counting of votes will be held tomorrow hashtagHalalan2022,Neutral,Positive,Positive
Congressman and Senator Legislative Became the Chairman of the Following Committees Committee on Local Government Committee on Urban Planning Housing and Resettlement Committee on Public work and Highways hashtagBBMFORPRESIDENT2022 hashtagEleksyon2022 hashtagHalalan2022 hashtagPHVote ✌️ ❤️ 🇵🇭 💚 ✌️,Neutral,Neutral,Neutral
hashtagTheChiefs Ernest Ramel says Manila Mayor Isko Moreno is ready to file a writ of mandamus to enforce the ruling on the current P203B estate tax liability of the Marcoses He adds Moreno will file the case before the elections hashtagBilangPilipino2022,Neutral,Neutral,Neutral
Laudiangco also reminded candidates whether they won or not to file their Statement of Contributions and Expenditures by June 8 hashtagEleksyon2022,Neutral,Neutral,Neutral
The Commission on Elections Comelec is eyeing to conduct special elections in Tubaran Lanao del Sur on May 24 two weeks after its reported failure of elections acting poll spokesperson John Rex Laudiangco said hashtagEleksyon2022,Neutral,Neutral,Neutral
Bakit tila magulang ang nakalimot sa nakaraan at ang mga anak ang nakikibaka at gumawa ng paraan hashtagEleksyon2022,Negative,Positive,Neutral
A progressive ballot guide for the hashtagphilippineelections2022 hashtag🇵🇭 hashtagEleksyon2022,Neutral,Positive,Neutral
Ahead of the hashtag🇵🇭 elections tomorrow listen to expressing her hope for people to remain vigilant and that truth will prevail in the polls Listen to our full special podcast Advocate on hashtagHalalan2022 here,Neutral,Neutral,Neutral
Here is the Partial and Unofficial results of the Election 2022 3 days after the election 9835 of the Nationwide Election Returns 106003 of 107785 Election Returns 55194625 of 67442616 Registered Voters hashtagEleksyon2022 hashtagElectionResults SOURCE,Neutral,Neutral,Neutral
I hope hashtagbongbongmarcos will NOT be elected as the next President of The 🇵🇭 🇵🇭 🙄 hashtagHalalan2022,Negative,Neutral,Positive
COMELEC talaga ang wawasak ng kinabukasan ng bayan na to Pakingshet kayo youre one of the worst government agencies ever hashtagHalalan2022,Negative,Neutral,Neutral
Lets see whos got the best campaign ads this time 🎥 television hashtaghalalan2022,Positive,Neutral,Positive
Sa Amerika ilang FilAm voters mula sa East Coast ang gustong makasiguro na aabot at mabibilang ang kanilang mga balota Kanyakanya namang depensa ang mga Pinoy sa kanikanilang pambato halalan Nagpapatrol hashtagTFCNews hashtagHalalan2022 PANOORIN,Negative,Neutral,Neutral
KINAKABAHAN AKO pero ang mahalaga nilaban natin to 🇵🇭 hashtagHalalan2022 hashtagEleksyon2022 hashtagIpana70Na10ParaSaLahat,Positive,Neutral,Positive
Gamitin sa tama ang iyong karapatang bumoto Kapatid Samahan ang buong pwersa ng News5 para sa mas malawak detalyado at komprehensibong pagbabalita ngayong 2022 elections hashtagBilangPilipino2022,Neutral,Positive,Neutral
Kindly asked you friends and relatives na wag pong mag susuot ng any campaign material like BALLERS Meron na po akong pinakasuhan Bawal po yan sa polling place hashtagHalalan2022,Neutral,Positive,Neutral
Exciting to see also in the results which among the four bellwether provinces would continue its winning streak in the last 6 or 7 elections Will Pampanga Agusan Del Norte Basilan and Lanao del Sur predict the overall winner hashtagHalalan2022,Positive,Positive,Positive
